name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,contentRatingLevel,year
Shooter ,"7.2 based on 255,766 user ratings",2007-03-23,Antoine Fuqua,"Mark Wahlberg,Michael Peña,Rhona Mitra",53,NA,NA,727,"on-the-run,ethiopia,colonel,marksman,rangefinder","Action,Crime,Drama,Mystery,Thriller",Rated R for strong graphic violence and some language,USA,English,61000000,14523571(USA),46975183,124,Color,2.35:1,7.2,R,2007
The Pixar Story ,"7.9 based on 4,107 user ratings",2007-08-28,NA,NA,NA,NA,NA,NA,"behind-the-scenes,animation-filmmaking,animation-history",Documentary,NA,USA,English,NA,NA,NA,NA,Color,1.85:1,7.9,NA,2007
Deja Vu ,"7.0 based on 241,870 user ratings",2006-11-22,Tony Scott,"Denzel Washington,Paula Patton,Jim Caviezel",59,NA,NA,1,"atf,surveillance,atf-agent,explosion,investigation","Action,Sci-Fi,Thriller","Rated PG-13 for intense sequences of violence and terror, disturbing images and some sensuality","USA,UK",English,75000000,20574802(USA),64034835,126,Color,2.35:1,7.0,PG-13,2006
Transformers ,"7.1 based on 512,468 user ratings",2007-07-03,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel",61,NA,NA,486,"teenage-hero,alien-contact,robot-vs.-robot,autobot,decepticon","Action,Adventure,Sci-Fi","Rated PG-13 for intense sequences of sci-fi action violence, brief sexual humor, and language",USA,"English,Spanish",150000000,70502384(USA),318759914,144,Color,2.35:1,7.1,PG-13,2007
3:10 to Yuma ,"7.8 based on 237,563 user ratings",2007-09-07,James Mangold,"Russell Crowe,Christian Bale,Ben Foster",76,NA,NA,1,"outlaw,rancher,train,stagecoach,small-western-town","Adventure,Crime,Drama,Western",Rated R for violence and some language,USA,"English,Chinese",55000000,14035033(USA),53574088,122,Color,2.35:1,7.8,R,2007
Reign Over Me ,"7.5 based on 83,718 user ratings",2007-03-23,Mike Binder,"Adam Sandler,Don Cheadle,Jada Pinkett Smith",61,NA,NA,3,"grief,mental-breakdown,depression,post-september-11-2001,college",Drama,Rated R for language and some sexual references,USA,English,20000000,7460690(USA),19661987,124,Color,2.35:1,7.5,R,2007
Death Proof ,"7.1 based on 209,072 user ratings",2007-05-31,Quentin Tarantino,"Kurt Russell,Zoë Bell,Rosario Dawson",NA,NA,NA,NA,"slasher,stuntman,woman-fights-man,serial-killer,lap-dance",Thriller,NA,USA,English,NA,£407525(UK),NA,114,Color,2.35:1,7.1,NA,2007
Music and Lyrics ,"6.5 based on 81,222 user ratings",2007-02-14,Marc Lawrence,"Hugh Grant,Drew Barrymore,Scott Porter",59,NA,NA,3,"song,lyricist,singer,singing,love","Comedy,Music,Romance",Rated PG-13 for some sexual content,USA,English,NA,£1929058(UK),50562555,95,Color,1.85:1,6.5,PG-13,2007
Encounters at the End of the World ,"7.8 based on 13,642 user ratings",2008-07-18,Werner Herzog,"Werner Herzog,Scott Rowland,Stefan Pashov",80,NA,NA,NA,"penguin,antarctica,mcmurdo-station,volcanologist,survival",Documentary,NA,USA,"English,Spanish",NA,17730(USA),943934,99,Color,1.85:1,7.8,NA,2008
Stardust ,"7.7 based on 211,816 user ratings",2007-08-10,Matthew Vaughn,"Charlie Cox,Claire Danes,Sienna Miller",66,NA,NA,612,"one-word-title,village,magic,king,pirate","Adventure,Family,Fantasy,Romance",Rated PG-13 for some fantasy violence and risque humor,"UK,USA,Iceland",English,70000000,9169779(USA),38345403,127,Color,2.35:1,7.7,PG-13,2007
Zeitgeist ,"8.2 based on 41,944 user ratings",2007-06-01,NA,NA,NA,NA,NA,NA,"religion,christian,mythology,911,pagan","Documentary,History",NA,USA,English,20000,NA,NA,118,Color,4:3,8.2,NA,2007
Shoot 'Em Up ,"6.7 based on 129,786 user ratings",2007-09-07,Michael Davis,"Clive Owen,Monica Bellucci,Paul Giamatti",49,NA,NA,4,"gun,baby,night,shootout,hero","Action,Comedy,Crime,Thriller","Rated R for pervasive strong bloody violence, sexuality and some language",USA,"English,Italian",39000000,5716554(USA),12796824,86,Color,2.35:1,6.7,R,2007
Mr. Brooks ,"7.4 based on 122,910 user ratings",2007-06-01,NA,NA,45,NA,NA,1,"murder,divorce,aa-meeting,addiction,detective","Crime,Drama,Thriller","Rated R for strong bloody violence, some graphic sexual content, nudity and language",USA,English,20000000,10017067(USA),28476219,120,Color,1.85:1,7.4,R,2007
Lifted ,"8.0 based on 12,785 user ratings",2007-06-29,NA,NA,NA,NA,NA,NA,"alien,bedroom,sleeping-man,farmhouse,alien-abduction","Animation,Short,Family,Sci-Fi",NA,USA,None,NA,NA,NA,5,Color,1.85:1,8.0,NA,2007
Planet Terror ,"7.2 based on 167,744 user ratings",2007-06-21,Robert Rodriguez,"Rose McGowan,Freddy Rodríguez,Josh Brolin",NA,NA,NA,NA,"texas,stripper,sheriff,military-base,doctor","Action,Comedy,Horror,Thriller",NA,USA,English,NA,£80894(UK),NA,105,Color,1.85:1,7.2,NA,2007
The Assassination of Jesse James by the Coward Robert Ford ,"7.5 based on 135,890 user ratings",2007-10-19,Andrew Dominik,"Brad Pitt,Casey Affleck,Sam Shepard",68,NA,NA,2,"long-title,outlaw,train-robbery,train,robbery","Biography,Crime,Drama,History,Western",Rated R for some strong violence and brief sexual references,"USA,Canada,UK","English,Danish",30000000,147812(USA),3904982,160,Color,2.35:1,7.5,R,2007
1408 ,"6.8 based on 209,147 user ratings",2007-06-22,Mikael Håfström,"John Cusack,Samuel L. Jackson,Mary McCormack",64,NA,NA,2,"paranormal-phenomena,hotel,book,debunking,evil","Fantasy,Horror","Rated PG-13 for thematic material including disturbing sequences of violence and terror, frightening images and language",USA,English,25000000,20617667(USA),71975611,104,Color,2.35:1,6.8,PG-13,2007
A West Texas Children's Story ,"7.5 based on 1,232 user ratings",2008-06-06,NA,NA,NA,NA,NA,NA,"1960s,alcoholic-father,abusive-father,sexual-abuse,child-abuse","Drama,Romance",NA,USA,English,5000000,NA,NA,86,Color,NA,7.5,NA,2008
Across the Universe ,"7.4 based on 91,768 user ratings",2007-10-12,Julie Taymor,"Evan Rachel Wood,Jim Sturgess,Joe Anderson",56,NA,NA,2,"love,song,protest,anti-war,liverpool","Drama,Fantasy,Musical,Romance","Rated PG-13 for some drug content, nudity, sexuality, violence and language","USA,UK",English,45000000,667784(USA),24343673,133,Color,2.35:1,7.4,PG-13,2007
Pirates of the Caribbean: At World's End ,"7.1 based on 470,322 user ratings",2007-05-25,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley",50,NA,NA,489,"pirate,goddess,singapore,marriage-ceremony,marriage-proposal","Action,Adventure,Fantasy",Rated PG-13 for intense sequences of action/adventure violence and some frightening images,USA,English,300000000,£13412294(UK),309404152,169,Color,2.35:1,7.1,PG-13,2007
Ocean's Thirteen ,"6.9 based on 256,479 user ratings",2007-06-08,Steven Soderbergh,"George Clooney,Brad Pitt,Matt Damon",62,NA,NA,818,"heist,revenge,casino,manmade-earthquake,tunnel-boring-machine","Crime,Thriller",Rated PG-13 for brief sensuality,USA,"English,French,Spanish",85000000,£3021302(UK),117144465,122,Color,2.35:1,6.9,PG-13,2007
Letters from Iwo Jima ,"7.9 based on 132,016 user ratings",2007-02-02,NA,NA,89,NA,NA,3,"blood-splatter,world-war-two,japan,island,general","Drama,History,War",Rated R for graphic war violence,USA,"Japanese,English",19000000,122548(USA),13753931,141,Color,2.35:1,7.9,R,2007
The 11th Hour ,"7.3 based on 4,960 user ratings",2007-10-10,"Leila Conners,Nadia Conners","Leonardo DiCaprio,Kenny Ausubel,Thom Hartmann",63,NA,NA,NA,"planet,environment,toxic-chemicals,overfishing,asthma",Documentary,NA,USA,English,NA,60853(USA),703464,NA,Color,1.85:1,7.3,NA,2007
Frayed ,"5.7 based on 1,084 user ratings",2009-08-25,"Norbert Caoili,Rob Portmann","Tony Doupe,Aaron Blakely,Alena Dashiell",NA,NA,NA,NA,"psychiatric-hospital,escape,psychopath,security-guard,murder","Horror,Thriller","Rated R for strong brutal violence, language and brief sexuality",USA,English,NA,NA,NA,NA,Color,1.85:1,5.7,R,2009
World Builder ,7.3 based on 343 user ratings,2007-02-28,Bruce Branit,"Erin McGrane,Brian Paulette",NA,NA,NA,NA,NA,"Short,Romance,Sci-Fi",NA,USA,None,2500,NA,NA,NA,Color,1.78:1,7.3,NA,2007
Eastern Promises ,"7.7 based on 189,027 user ratings",2007-09-21,David Cronenberg,"Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl",82,NA,NA,1,"russian,sex-scene,male-pubic-hair,pubic-hair,turkish-bath","Crime,Mystery,Thriller","Rated R for strong brutal and bloody violence, some graphic sexuality, language and nudity","USA,UK,Canada","English,Russian,Turkish,Ukrainian,Urdu",£25000000,547092(USA),17114882,100,Color,1.85:1,7.7,R,2007
Hitman ,"6.3 based on 140,621 user ratings",2007-11-21,Xavier Gens,"Timothy Olyphant,Dougray Scott,Olga Kurylenko",35,NA,NA,1,"hitman,topless-female-nudity,woman-on-top,see-through-dress,impersonation","Action,Crime,Drama,Thriller","Rated R for strong bloody violence, language and some sexuality/nudity","France,USA","English,Russian,Serbo-Croatian",24000000,13180769(USA),39687528,100,Color,2.35:1,6.3,R,2007
The Pixar Shorts: A Short History ,7.5 based on 740 user ratings,2007-11-06,"Tony Kaplan,Erica Milsom","Jim Blinn,Eben Ostby,Craig Good",NA,NA,NA,NA,"shorts,computer-animation,technology,behind-the-scenes,animation-filmmaking","Documentary,Short",NA,USA,English,NA,NA,NA,23,Color,1.78:1,7.5,NA,2007
Awake ,"6.5 based on 63,119 user ratings",2007-11-30,Joby Harold,"Hayden Christensen,Jessica Alba,Terrence Howard",33,NA,NA,2,"surgery,anesthetic,heart,anesthetic-awareness,heart-surgery","Crime,Mystery,Thriller","Rated R for language, an intense disturbing situation, and brief drug use",USA,"English,Japanese",8600000,5856872(USA),14373825,84,Color,2.35:1,6.5,R,2007
Youth Without Youth ,"6.3 based on 11,383 user ratings",2007-10-26,Francis Ford Coppola,"Tim Roth,Alexandra Maria Lara,Bruno Ganz",43,NA,NA,NA,"dream,surrealism,romania,professor,lightning","Drama,Fantasy,Mystery,Romance","Rated R for some sexuality, nudity and a brief disturbing image","USA,Romania,France,Italy,Germany","English,Sanskrit,German,French,Italian,Russian,Romanian,Mandarin,Latin,Armenian",5000000,28550(USA),239495,124,Color,2.35:1,6.3,R,2007
For the Bible Tells Me So ,"7.9 based on 4,018 user ratings",2007-10-05,Daniel G. Karslake,"Imogene Robinson,Victor Robinson,Gene Robinson",73,NA,NA,NA,"gay,theologian,protestant,homophobia,christian",Documentary,NA,USA,English,NA,9438(USA),309123,95,Color,NA,7.9,NA,2007
Fracture ,"7.2 based on 138,823 user ratings",2007-04-20,Gregory Hoblit,"Anthony Hopkins,Ryan Gosling,David Strathairn",68,NA,NA,1,"police,murder-weapon,court,engineer,trial","Crime,Drama,Mystery,Thriller",Rated R for language and some violent content,"USA,Germany",English,NA,£851289(UK),39004700,113,Color,2.35:1,7.2,R,2007
Perfect Stranger ,"5.7 based on 37,708 user ratings",2007-04-13,James Foley,"Halle Berry,Bruce Willis,Giovanni Ribisi",31,NA,NA,NA,"friend,childhood-friend,reporter,gay,secret","Crime,Mystery,Thriller","Rated R for sexual content, nudity, some disturbing violent images and language",USA,English,60795000,£277047(UK),23705592,109,Color,2.35:1,5.7,R,2007
Joshua ,"5.9 based on 10,153 user ratings",2007-07-13,George Ratliff,"Sam Rockwell,Vera Farmiga,Jacob Kogan",69,NA,NA,4,"baby,newborn,stockbroker,museum,boy","Drama,Horror,Thriller",Rated R for language and some disturbing behavior by a child,USA,English,NA,51233(USA),478492,106,Color,1.85:1,5.9,R,2007
The Jane Austen Book Club ,"6.8 based on 21,588 user ratings",2007-10-05,Robin Swicord,"Kathy Baker,Hugh Dancy,Amy Brenneman",61,NA,NA,NA,"club,love,teacher,marriage,reading","Comedy,Drama,Romance","Rated PG-13 for mature thematic material, sexual content, brief strong language and some drug use",USA,English,NA,192719(USA),3573870,106,Color,1.85:1,6.8,PG-13,2007
The Visitor ,"7.7 based on 37,286 user ratings",2008-05-23,Tom McCarthy,"Richard Jenkins,Haaz Sleiman,Danai Gurira",79,NA,NA,NA,"apartment,immigrant,professor,illegal-immigrant,subway",Drama,Rated PG-13 for brief strong language,USA,"English,French,Arabic,Romanian",NA,86488(USA),9422422,104,Color,1.85:1,7.7,PG-13,2008
No Reservations ,"6.3 based on 58,994 user ratings",2007-07-27,Scott Hicks,"Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin",50,NA,NA,4,"restaurant,chef,kitchen,guardian,cooking","Comedy,Drama,Romance",Rated PG for some sensuality and language,USA,English,28000000,11704357(USA),43097652,104,Color,2.35:1,6.3,PG,2007
Hounddog ,"6.3 based on 5,142 user ratings",2007-01-22,Deborah Kampmeier,"Dakota Fanning,David Morse,Piper Laurie",31,NA,NA,NA,"grandmother-granddaughter-relationship,father-daughter-relationship,child-smoking-cigarette,1950s,child-rape","Drama,Music","Rated R for a disturbing sexual assault of a young girl, and brief sexuality",USA,English,3750000,13744(USA),128092,NA,Color,1.85:1,6.3,R,2007
Next ,"6.2 based on 124,862 user ratings",2007-04-27,Lee Tamahori,"Nicolas Cage,Julianne Moore,Jessica Biel",42,NA,NA,3,"magician,fbi,fbi-agent,final-showdown,female-gunfighter","Action,Sci-Fi,Thriller","Rated PG-13 for intense sequences of violent action, and some language",USA,"English,French,German,Serbian",70000000,£795012(UK),17993461,96,Color,2.35:1,6.2,PG-13,2007
The Savages ,"7.2 based on 32,166 user ratings",2008-02-01,Tamara Jenkins,"Laura Linney,Philip Seymour Hoffman,Philip Bosco",85,NA,NA,NA,"dementia,writing,sun-city-arizona,arizona,married-man","Comedy,Drama",Rated R for some sexuality and language,USA,"English,German,Cantonese",NA,151859(USA),6610326,114,Color,1.85:1,7.2,R,2008
Futurama: Bender's Big Score ,"7.7 based on 29,011 user ratings",2007-11-27,Dwayne Carey-Hill,"Billy West,Katey Sagal,John DiMaggio",NA,NA,NA,NA,"paradox,time-travel,31st-century,30th-century,hostile-takeover","Animation,Comedy,Romance,Sci-Fi",NA,USA,English,NA,NA,NA,88,Color,1.78:1,7.7,NA,2007
Sunshine ,"7.3 based on 189,820 user ratings",2007-07-27,Danny Boyle,"Cillian Murphy,Rose Byrne,Chris Evans",64,NA,NA,1,"sun,icarus,earth,astronaut,future","Adventure,Sci-Fi,Thriller",Rated R for violent content and language,"UK,USA",English,£26000000,£1021063(UK),3675072,107,Color,2.35:1,7.3,R,2007
The Cake Eaters ,"6.4 based on 5,880 user ratings",2009-03-13,NA,NA,60,NA,NA,NA,"fuzzy-dice,underage-sex,therapy,scooter,prodigal-son","Comedy,Drama,Romance",Rated R for some language and sexual material involving a teen,USA,English,NA,NA,NA,86,Color,NA,6.4,R,2009
In Search of a Midnight Kiss ,"7.3 based on 7,197 user ratings",2008-08-01,Alex Holdridge,"Scoot McNairy,Sara Simmonds,Brian McGuire",64,NA,NA,NA,"midnight,new-year%27s-eve,bed,kiss,time-in-title","Comedy,Romance",NA,USA,English,25000,£52836(UK),172177,NA,Black and White,1.85:1,7.3,NA,2008
Flatland ,7.1 based on 831 user ratings,2007-01-14,NA,NA,NA,NA,NA,NA,"flatland,cult,science-fiction-literature,cgi,cgi-film","Animation,Fantasy,Sci-Fi",NA,USA,English,1000000,NA,NA,NA,Color,2.35:1,7.1,NA,2007
In the Valley of Elah ,"7.2 based on 60,068 user ratings",2007-09-28,Paul Haggis,"Tommy Lee Jones,Charlize Theron,Jonathan Tucker",65,NA,NA,1,"murder-investigation,iraq,military,police,detective","Crime,Drama,Mystery,Thriller","Rated R for violent and disturbing content, language and some sexuality/nudity",USA,English,NA,133557(USA),6777589,121,Color,2.35:1,7.2,R,2007
Kabluey ,"6.7 based on 4,005 user ratings",2007-06-25,Scott Prendergast,"Scott Prendergast,Lisa Kudrow,Teri Garr",62,NA,NA,NA,"blue,mascot,corporate,suburb,child",Comedy,"Rated PG-13 for some sexual material including a crude reference, and brief strong language",USA,English,NA,7373(USA),83398,NA,Color,NA,6.7,PG-13,2007
Validation ,"8.3 based on 3,469 user ratings",2007-03-01,NA,NA,NA,NA,NA,NA,"parking-attendant,compliment,photographer,love,walking-the-dog","Short,Comedy,Romance",NA,USA,English,NA,NA,NA,NA,Black and White,1.33:1,8.3,NA,2007
Hairspray ,"6.7 based on 98,542 user ratings",2007-07-20,NA,NA,81,NA,NA,553,"friend,dance,best-friend,audition,tv-dance-show","Comedy,Drama,Family,Music,Musical,Romance","Rated PG for language, some suggestive content and momentary teen smoking","USA,UK",English,75000000,£2045912(UK),118823091,117,Color,2.35:1,6.7,PG,2007
Funny Games ,"6.5 based on 69,443 user ratings",2008-04-04,Michael Haneke,"Naomi Watts,Tim Roth,Michael Pitt",44,NA,NA,1,"looking-at-the-camera,breaking-the-fourth-wall,violence,serial-killer,remake","Crime,Drama,Horror,Thriller","Rated R for terror, violence and some language","USA,France,UK,Austria,Germany,Italy",English,15000000,510958(USA),1294640,111,Color,1.85:1,6.5,R,2008
Death Sentence ,"6.8 based on 60,098 user ratings",2007-08-31,James Wan,"Kevin Bacon,John Goodman,Kelly Preston",36,NA,NA,3,"gang,death,murder,revenge,blood","Action,Crime,Thriller",Rated R for strong bloody brutal violence and pervasive language,USA,English,20000000,£260733(UK),9525276,105,Color,2.35:1,6.8,R,2007
The Nanny Diaries ,"6.2 based on 48,368 user ratings",2007-08-24,"Shari Springer Berman,Robert Pulcini","Scarlett Johansson,Laura Linney,Paul Giamatti",46,NA,NA,4,"nanny,marital-trouble,locked-out-of-apartment,lying-to-one%27s-parents,female-protagonist","Comedy,Drama,Romance",Rated PG-13 for language,USA,"English,French",20000000,7480927(USA),25925170,106,Color,1.85:1,6.2,PG-13,2007
Live Free or Die Hard ,"7.2 based on 335,872 user ratings",2007-06-27,Len Wiseman,"Bruce Willis,Justin Long,Timothy Olyphant",69,NA,NA,1,"hacker,terrorist,fbi,police,independence-day","Action,Adventure,Thriller","Rated PG-13 for intense sequences of violence and action, language and a brief sexual situation","USA,UK","English,Italian,French",110000000,33369559(USA),134520804,128,Color,2.35:1,7.2,PG-13,2007
Michael Clayton ,"7.3 based on 133,230 user ratings",2007-10-12,Tony Gilroy,"George Clooney,Tilda Swinton,Tom Wilkinson",82,NA,NA,3,"law,fixer,law-firm,debt,attorney","Crime,Drama,Mystery,Thriller",Rated R for language including some sexual dialogue,USA,English,25000000,£601196(UK),49024969,119,Color,2.35:1,7.3,R,2007
Everybody Loves Hypnotoad ,7.5 based on 387 user ratings,2007-11-27,NA,NA,NA,NA,NA,NA,"very-little-dialogue,minimalism,viral-video,toad,spoof","Animation,Short,Comedy",NA,USA,English,NA,NA,NA,22,Color,1.78:1,7.5,NA,2007
Alvin and the Chipmunks ,"5.2 based on 57,152 user ratings",2007-12-14,Tim Hill,"Jason Lee,David Cross,Cameron Richardson",39,NA,NA,2,"fart-joke,concert,talking-animal,based-on-cartoon,chipmunk","Animation,Comedy,Family,Fantasy,Music",Rated PG for some mild rude humor,USA,"English,French,Spanish,Japanese",60000000,44307417(USA),217326336,92,Color,1.85:1,5.2,PG,2007
He Was a Quiet Man ,"6.9 based on 20,426 user ratings",2007-12-07,Frank A. Cappello,"Christian Slater,Elisha Cuthbert,William H. Macy",53,NA,NA,NA,"loner,loneliness,going-postal,alter-ego,suicide","Drama,Romance,Thriller",NA,USA,English,NA,NA,NA,95,Color,1.85:1,6.9,NA,2007
The Best Men ,6.6 based on 204 user ratings,2007-06-14,NA,NA,NA,NA,NA,NA,"love,marriage,gay-interest","Short,Drama",NA,USA,English,2000,NA,NA,14,Color,1.85:1,6.6,NA,2007
Evening ,"6.6 based on 11,614 user ratings",2007-06-29,Lajos Koltai,"Vanessa Redgrave,Toni Collette,Claire Danes",45,NA,NA,NA,"gay-kiss,friend,love,wedding,night-nurse","Drama,Romance","Rated PG-13 for some thematic elements, sexual material, a brief accident scene and language","USA,Germany",English,NA,3501971(USA),12406646,117,Color,2.35:1,6.6,PG-13,2007
Superbad ,"7.6 based on 421,901 user ratings",2007-08-17,NA,NA,76,NA,NA,394,"teen-comedy,black-comedy,bromance,party,school",Comedy,"Rated R for pervasive crude and sexual content, strong language, drinking, some drug use and a fantasy/comic violent image - all involving teens",USA,English,20000000,33052411(USA),121463226,113,Color,1.85:1,7.6,R,2007
Grace Is Gone ,"6.8 based on 8,233 user ratings",2008-01-10,James C. Strouse,"John Cusack,Emily Churchill,Rebecca Spence",65,NA,NA,NA,"road-trip,amusement-park,death-of-female-soldier,death-of-loved-one,death",Drama,"Rated PG-13 for thematic material, brief strong language and teen smoking",USA,English,2000000,13880(USA),50080,85,Color,1.85:1,6.8,PG-13,2008
Chaos Theory ,"6.7 based on 27,636 user ratings",2008-10-16,Marcos Siega,"Ryan Reynolds,Emily Mortimer,Stuart Townsend",44,NA,NA,NA,"medical-test,list,lake,ferry,best-friend","Comedy,Drama,Romance","Rated PG-13 for mature thematic material, sexual content and language",USA,English,NA,23880(USA),237958,87,Color,2.35:1,6.7,PG-13,2008
I Now Pronounce You Chuck & Larry ,"6.0 based on 119,451 user ratings",2007-07-20,Dennis Dugan,"Adam Sandler,Kevin James,Jessica Biel",37,NA,NA,2,"children,firefighter,fraud,domestic-partnership,insurance","Comedy,Romance","Rated PG-13 for crude sexual content throughout, nudity, language and drug references",USA,English,85000000,34233750(USA),119684970,115,Color,1.85:1,6.0,PG-13,2007
Smokin' Aces ,"6.7 based on 120,940 user ratings",2007-01-26,Joe Carnahan,"Jeremy Piven,Ryan Reynolds,Ray Liotta",45,NA,NA,907,"fbi,mafia,casino,mob-hit,sniper","Action,Crime,Drama,Thriller","Rated R for strong bloody violence, pervasive language, some nudity and drug use","UK,France,USA",English,17000000,£1023862(UK),35635046,109,Color,2.35:1,6.7,R,2007
Dark Matter ,"6.2 based on 2,729 user ratings",2008-04-24,Shi-Zheng Chen,"Meryl Streep,Ye Liu,Peng Chi",49,NA,NA,NA,"student,origins-of-the-universe,nobel-prize,cosmology,professor",Drama,"Rated R for a scene of violence, brief sexual content and language",USA,"Mandarin,English",NA,8701(USA),30041,88,Color,1.85:1,6.2,R,2008
The Hottest State ,"6.2 based on 2,400 user ratings",2007-03-23,Ethan Hawke,"Catalina Sandino Moreno,Laura Linney,Mark Webber",45,NA,NA,NA,"texas,actor,written-and-directed-by-cast-member,gift,tenement","Drama,Music,Romance",Rated R for sexual content and language,USA,English,NA,8524(USA),30629,117,Color,1.85:1,6.2,R,2007
Spider-Man 3 ,"6.2 based on 382,082 user ratings",2007-05-04,Sam Raimi,"Tobey Maguire,Kirsten Dunst,Topher Grace",59,NA,NA,669,"spider-man,symbiote,sandman,goblin,venom","Action,Adventure,Romance",Rated PG-13 for sequences of intense action violence,USA,"English,French",258000000,£11827013(UK),336530303,139,Color,2.35:1,6.2,PG-13,2007
The Kingdom ,"7.1 based on 101,274 user ratings",2007-09-28,Peter Berg,"Jamie Foxx,Chris Cooper,Jennifer Garner",56,NA,NA,2,"bomb-making,al-qaeda,stabbed-in-the-crotch,fbi,saudi-arabia","Action,Drama,Thriller","Rated R for intense sequences of graphic brutal violence, and for language","USA,Germany","English,Arabic",70000000,17135055(USA),47456450,110,Color,2.35:1,7.1,R,2007
Savage Grace ,"5.9 based on 8,853 user ratings",2008-01-25,Tom Kalin,"Julianne Moore,Eddie Redmayne,Stephen Dillane",51,NA,NA,NA,"son-murders-mother,orgasm,incest,older-man-younger-woman-relationship,male-nudity",Drama,NA,"Spain,USA,France","English,French,Spanish",4600000,22311(USA),434417,97,Color,1.85:1,5.9,NA,2008
Teeth ,"5.4 based on 34,528 user ratings",2008-04-03,Mitchell Lichtenstein,"Jess Weixler,John Hensley,Josh Pais",57,NA,NA,2,"vagina-dentata,high-school,stepbrother,purity,temptation","Comedy,Fantasy,Horror,Thriller","Rated R for disturbing sequences involving sexuality and violence, language and some drug use",USA,English,NA,36530(USA),347578,94,Color,1.85:1,5.4,R,2008
A Thousand Years of Good Prayers ,6.7 based on 933 user ratings,2008-04-10,Wayne Wang,"Henry O,Pasha D. Lychnikoff,Feihong Yu",64,NA,NA,NA,"language-barrier,chinese-american,boyfriend-girlfriend-relationship,father-daughter-relationship,family-relationships","Drama,Romance",NA,USA,"English,Mandarin,Persian",NA,10321(USA),76106,83,Color,1.78:1,6.7,NA,2008
King of California ,"6.7 based on 19,830 user ratings",2007-09-12,Mike Cahill,"Michael Douglas,Evan Rachel Wood,Willis Burks II",63,NA,NA,NA,"spanish,treasure,dream,american-dream,mental-institution","Comedy,Drama","Rated PG-13 for some strong language, mature thematic elements and brief drug references",USA,"English,Spanish",NA,35814(USA),263674,93,Color,1.85:1,6.7,PG-13,2007
After Sex ,"5.6 based on 6,987 user ratings",2008-02-19,NA,NA,NA,NA,NA,NA,"strong-sexual-content,reference-to-gilligan%27s-island,sex,woman-wearing-only-a-man%27s-shirt,bare-breasts","Comedy,Drama,Romance",NA,USA,English,825000,NA,NA,77,Color,1.85:1,5.6,NA,2008
Rendition ,"6.8 based on 47,156 user ratings",2007-10-19,Gavin Hood,"Reese Witherspoon,Jake Gyllenhaal,Peter Sarsgaard",55,NA,NA,4,"bare-chested-male-bondage,american,interrogation,cia,detention","Drama,Thriller",Rated R for torture/violence and language,USA,"English,Arabic",27500000,£583345(UK),9664316,122,Color,2.35:1,6.8,R,2007
The Brave One ,"6.8 based on 51,133 user ratings",2007-09-14,Neil Jordan,"Jodie Foster,Terrence Howard,Naveen Andrews",56,NA,NA,NA,"dog,park,gun,detective,death","Crime,Drama,Thriller","Rated R for strong violence, language and some sexuality",USA,English,70000000,13471488(USA),36789772,122,Color,2.35:1,6.8,R,2007
Rocket Science ,"6.7 based on 11,637 user ratings",2007-09-28,Jeffrey Blitz,"Reece Thompson,Anna Kendrick,Nicholas D'Agosto",73,NA,NA,NA,"debate,love,high-school,plainsboro-new-jersey,debater","Comedy,Drama",Rated R for some sexual content and language,USA,English,6000000,58536(USA),712391,101,Black and White,1.85:1,6.7,R,2007
Enchanted ,"7.1 based on 142,261 user ratings",2007-11-21,Kevin Lima,"Amy Adams,Susan Sarandon,James Marsden",75,NA,NA,629,"love,prince,fairy-tale,lawyer,new-york","Animation,Comedy,Family,Fantasy,Musical,Romance",Rated PG for some scary images and mild innuendo,USA,English,85000000,34440317(USA),127706877,107,Color,2.35:1,7.1,PG,2007
Knocked Up ,"7.0 based on 298,221 user ratings",2007-06-01,Judd Apatow,"Seth Rogen,Katherine Heigl,Paul Rudd",85,NA,NA,1,"unplanned-pregnancy,one-night-stand,pregnancy,website,slacker","Comedy,Romance","Rated R for sexual content, drug use and language",USA,English,30000000,30690990(USA),148734225,129,Color,1.85:1,7.0,R,2007
Mr. Magorium's Wonder Emporium ,"6.2 based on 35,155 user ratings",2007-11-16,Zach Helm,"Natalie Portman,Dustin Hoffman,Jason Bateman",48,NA,NA,NA,"emporium,toy-store,eccentric,piano,hat","Comedy,Family,Fantasy",NA,"USA,Canada",English,65000000,9630085(USA),32059442,93,Color,2.35:1,6.2,NA,2007
Premonition ,"5.9 based on 62,298 user ratings",2007-03-16,Mennan Yapo,"Sandra Bullock,Julian McMahon,Amber Valletta",29,NA,NA,3,"car,car-accident,housewife,sheriff,suburb","Drama,Mystery,Thriller","Rated PG-13 for some violent content, disturbing images, thematic material and brief language",USA,English,20000000,£1021882(UK),47852604,96,Color,2.35:1,5.9,PG-13,2007
Hotel Chevalier ,"7.3 based on 23,154 user ratings",2007-10-26,NA,NA,NA,NA,NA,NA,"prologue,view,surprise,room-service,grilled-cheese","Short,Drama,Romance",Rated R for some language and sexual content,"USA,France","English,French",NA,NA,NA,13,Color,2.35:1,7.3,R,2007
